"","Informant_ID","informant_pid_1_1","informant_pid_2_1","informant_pid_3_1","informant_pid_4_1","informant_pid_5_1","informant_pid_6_1","informant_pid_7_1","informant_pid_8_1","informant_pid_9_1","informant_pid_10_1","informant_pid_11_1","informant_pid_12_1","informant_pid_13_1","informant_pid_14_1","informant_pid_15_1","informant_pid_16_1","informant_pid_17_1","informant_pid_18_1","informant_pid_19_1","informant_pid_20_1","informant_pid_21_1","informant_pid_22_1","informant_pid_23_1","informant_pid_24_1","informant_pid_25_1"
"431","301045","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"432","20910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","30914","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False"
"434","20944","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False"
"435","30858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","10890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","10977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","20890","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"439","20858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","20931","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"441","10944","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Very True or Often True","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False"
"442","30840","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"443","30850","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very True or Often True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False"
"444","20959","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"445","101043","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False"
